state,district,school,ap,type,total,American Indian/Alaska Native,Asian,Black,Hispanic,Native Hawaiian/Pacific Islander,Two or More Races,White
WISCONSIN,Janesville School District,Parker High,Yes,total,1413,4,16,58,163,0,70,1102
WISCONSIN,Janesville School District,Rock River Charter School,Yes,ap,2,0,0,0,0,0,0,2
WISCONSIN,Janesville School District,Rock River Charter School,Yes,total,347,4,7,28,58,2,25,223
WISCONSIN,Janesville School District,Rock University High,Yes,ap,9,0,0,0,2,0,0,7
WISCONSIN,Janesville School District,Rock University High,Yes,total,51,0,4,4,7,0,2,34
WISCONSIN,Janesville School District,TAGOS Leadership Academy,No,total,79,0,0,2,5,0,2,70
WISCONSIN,Jefferson School District,Jefferson High,Yes,ap,173,2,2,2,25,0,0,142
WISCONSIN,Jefferson School District,Jefferson High,Yes,total,666,7,4,10,91,2,2,550
WISCONSIN,Johnson Creek School District,Johnson Creek Middle and High,Yes,ap,23,2,0,0,2,0,0,19
WISCONSIN,Johnson Creek School District,Johnson Creek Middle and High,Yes,total,338,2,4,2,55,0,7,268
WISCONSIN,Juda School District,Juda High,Yes,ap,10,0,0,0,0,0,0,10
WISCONSIN,Juda School District,Juda High,Yes,total,94,0,4,0,2,0,0,88
WISCONSIN,Kaukauna Area School District,Kaukauna High,Yes,ap,231,0,7,2,7,0,7,208
WISCONSIN,Kaukauna Area School District,Kaukauna High,Yes,total,1167,4,25,13,58,0,34,1033
WISCONSIN,Kenosha School District,Bradford High,Yes,ap,242,4,2,13,49,0,2,172
WISCONSIN,Kenosha School District,Bradford High,Yes,total,1644,7,7,352,445,0,34,799
WISCONSIN,Kenosha School District,Harborside Academy,Yes,ap,96,0,2,4,10,0,4,76
WISCONSIN,Kenosha School District,Harborside Academy,Yes,total,604,0,7,58,124,2,19,394
WISCONSIN,Kenosha School District,Hillcrest School,No,total,47,0,0,19,10,0,2,16
WISCONSIN,Kenosha School District,Indian Trail High School and Academy,Yes,ap,391,2,28,16,88,0,16,241
WISCONSIN,Kenosha School District,Indian Trail High School and Academy,Yes,total,2286,7,58,310,631,0,76,1204
WISCONSIN,Kenosha School District,Kenosha eSchool K-12,Yes,ap,2,0,0,0,0,0,0,2
WISCONSIN,Kenosha School District,Kenosha eSchool K-12,Yes,total,116,0,4,7,22,0,4,79
WISCONSIN,Kenosha School District,Lakeview Technology Academy,Yes,ap,160,2,13,4,13,0,4,124
WISCONSIN,Kenosha School District,Lakeview Technology Academy,Yes,total,439,2,19,13,52,0,10,343
WISCONSIN,Kenosha School District,Phoenix Project,No,total,25,0,0,16,2,0,0,7
WISCONSIN,Kenosha School District,Reuther Central High,No,total,391,4,2,103,133,0,13,136
WISCONSIN,Kenosha School District,Tremper High,Yes,ap,393,2,7,16,58,2,10,298
WISCONSIN,Kenosha School District,Tremper High,Yes,total,1694,4,10,199,343,5,67,1066
WISCONSIN,Kettle Moraine School District,High School of Health Sciences,Yes,ap,78,0,4,0,5,0,2,67
WISCONSIN,Kettle Moraine School District,High School of Health Sciences,Yes,total,114,0,4,0,5,0,2,103
WISCONSIN,Kettle Moraine School District,Kettle Moraine High,Yes,ap,474,4,7,2,13,2,16,430
WISCONSIN,Kettle Moraine School District,Kettle Moraine High,Yes,total,1086,4,13,2,52,2,31,982
WISCONSIN,Kettle Moraine School District,KM Global Sch,Yes,ap,24,0,0,0,2,0,0,22
WISCONSIN,Kettle Moraine School District,KM Global Sch,Yes,total,77,0,2,0,4,0,4,67
WISCONSIN,Kettle Moraine School District,School for Arts and Performance,Yes,ap,38,0,2,0,0,0,2,34
WISCONSIN,Kettle Moraine School District,School for Arts and Performance,Yes,total,166,2,2,0,10,0,4,148
WISCONSIN,Kewaskum School District,Kewaskum High,Yes,ap,210,2,2,2,4,0,4,196
WISCONSIN,Kewaskum School District,Kewaskum High,Yes,total,611,2,2,7,22,0,16,562
WISCONSIN,Kewaunee School District,Kewaunee High,Yes,ap,92,0,2,0,2,0,0,88
WISCONSIN,Kewaunee School District,Kewaunee High,Yes,total,313,0,4,4,13,0,0,292
WISCONSIN,Kewaunee School District,Lakeshore Alternative School,No,total,14,2,0,0,2,0,0,10
WISCONSIN,Kickapoo Area School District,Kickapoo High,Yes,ap,25,0,0,0,0,0,0,25
WISCONSIN,Kickapoo Area School District,Kickapoo High,Yes,total,273,0,0,0,16,0,7,250
WISCONSIN,Kiel Area School District,Kiel High,Yes,ap,127,0,0,0,4,0,5,118
WISCONSIN,Kiel Area School District,Kiel High,Yes,total,459,2,2,2,19,0,10,424
WISCONSIN,Kimberly Area School District,Kimberly High,Yes,ap,492,2,13,2,4,0,2,469
WISCONSIN,Kimberly Area School District,Kimberly High,Yes,total,1473,4,22,19,40,0,19,1369
WISCONSIN,Kohler School District,Kohler High,Yes,ap,69,0,4,0,2,0,2,61
WISCONSIN,Kohler School District,Kohler High,Yes,total,220,0,16,2,2,0,7,193
WISCONSIN,La Crosse School District,7 Rivers Community High School,No,total,37,2,4,2,0,0,4,25
WISCONSIN,La Crosse School District,Central High,Yes,ap,321,4,10,10,10,0,13,274
WISCONSIN,La Crosse School District,Central High,Yes,total,1074,13,91,49,34,0,64,823
WISCONSIN,La Crosse School District,LaCrossroads Charter,No,total,59,0,4,4,4,0,4,43
WISCONSIN,La Crosse School District,Logan High,Yes,ap,185,2,22,7,2,0,10,142
WISCONSIN,La Crosse School District,Logan High,Yes,total,786,7,94,40,28,0,52,565
WISCONSIN,La Farge School District,La Farge High,Yes,ap,19,0,0,0,0,0,0,19
WISCONSIN,La Farge School District,La Farge High,Yes,total,66,0,0,0,2,0,0,64
WISCONSIN,Lake Geneva-Genoa City UHS School District,Badger High,Yes,ap,472,0,13,4,79,0,0,376
WISCONSIN,Lake Geneva-Genoa City UHS School District,Badger High,Yes,total,1418,2,28,37,244,0,2,1105
WISCONSIN,Lake Holcombe School District,Holcombe High,Yes,ap,2,0,0,0,0,0,0,2
WISCONSIN,Lake Holcombe School District,Holcombe High,Yes,total,101,0,0,5,4,0,4,88
WISCONSIN,Lake Mills Area School District,Lake Mills High,Yes,ap,61,0,0,0,7,0,2,52
WISCONSIN,Lake Mills Area School District,Lake Mills High,Yes,total,413,2,2,4,40,0,10,355
WISCONSIN,Lakeland UHS School District,Lakeland High,Yes,ap,145,7,10,0,5,0,2,121
WISCONSIN,Lakeland UHS School District,Lakeland High,Yes,total,695,148,13,0,25,0,4,505
WISCONSIN,Lancaster Community School District,Lancaster High,Yes,ap,70,0,4,0,2,0,0,64
WISCONSIN,Lancaster Community School District,Lancaster High,Yes,total,304,0,4,2,4,0,2,292
WISCONSIN,Laona School District,Laona High,Yes,ap,2,0,0,0,0,0,0,2
WISCONSIN,Laona School District,Laona High,Yes,total,94,4,0,0,0,2,0,88
WISCONSIN,Lena School District,Lena High,No,total,106,0,0,2,2,0,2,100
WISCONSIN,Little Chute Area School District,Little Chute Career Pathways Academy,Yes,ap,18,0,0,2,0,0,0,16
WISCONSIN,Little Chute Area School District,Little Chute Career Pathways Academy,Yes,total,94,0,0,4,2,0,0,88
WISCONSIN,Little Chute Area School District,Little Chute High,Yes,ap,21,2,0,0,0,0,0,19
WISCONSIN,Little Chute Area School District,Little Chute High,Yes,total,389,4,4,10,22,0,0,349
WISCONSIN,Lodi School District,Lodi High,Yes,ap,194,4,4,0,4,0,4,178
WISCONSIN,Lodi School District,Lodi High,Yes,total,507,7,4,4,10,0,10,472
WISCONSIN,Lomira School District,Lomira High,Yes,ap,88,0,0,4,2,0,0,82
WISCONSIN,Lomira School District,Lomira High,Yes,total,366,0,5,7,19,0,4,331
WISCONSIN,Loyal School District,Loyal High,Yes,ap,27,0,0,0,2,0,0,25
WISCONSIN,Loyal School District,Loyal High,Yes,total,166,0,0,4,4,0,4,154
WISCONSIN,Luck School District,Luck High,Yes,ap,21,0,0,0,2,0,0,19
WISCONSIN,Luck School District,Luck High,Yes,total,203,2,0,0,7,0,4,190
WISCONSIN,Luxemburg-Casco School District,Luxemburg-Casco High,Yes,ap,151,2,0,0,4,0,0,145
WISCONSIN,Luxemburg-Casco School District,Luxemburg-Casco High,Yes,total,641,4,0,4,22,0,4,607
WISCONSIN,Madison Metropolitan School District,East High,Yes,ap,302,0,34,34,43,0,25,166
WISCONSIN,Madison Metropolitan School District,East High,Yes,total,1608,7,151,397,286,0,148,619
WISCONSIN,Madison Metropolitan School District,Innovative & Alternative High,No,total,344,0,13,139,79,0,46,67
WISCONSIN,Madison Metropolitan School District,LaFollette High,Yes,ap,215,0,13,28,31,0,16,127
WISCONSIN,Madison Metropolitan School District,LaFollette High,Yes,total,1530,10,82,349,319,0,151,619
WISCONSIN,Madison Metropolitan School District,Memorial High,Yes,ap,641,0,115,40,43,0,37,406
WISCONSIN,Madison Metropolitan School District,Memorial High,Yes,total,1925,4,244,322,253,2,124,976
WISCONSIN,Madison Metropolitan School District,Metro School,No,total,22,2,0,7,2,0,4,7
WISCONSIN,Madison Metropolitan School District,Shabazz-City High,Yes,ap,9,0,0,0,0,0,2,7
WISCONSIN,Madison Metropolitan School District,Shabazz-City High,Yes,total,118,2,4,10,10,0,13,79
WISCONSIN,Madison Metropolitan School District,West High,Yes,ap,482,0,67,19,67,0,22,307
WISCONSIN,Madison Metropolitan School District,West High,Yes,total,2134,7,214,259,382,4,136,1132
WISCONSIN,Manitowoc School District,Lincoln High,Yes,ap,158,2,19,2,4,0,4,127
WISCONSIN,Manitowoc School District,Lincoln High,Yes,total,1181,4,124,31,100,2,28,892
WISCONSIN,Manitowoc School District,McKinley Academy,No,total,64,2,0,2,7,0,4,49
WISCONSIN,Maple School District,Northwestern High,No,total,443,7,4,4,10,2,19,397
WISCONSIN,Marathon City School District,Marathon High,Yes,ap,22,0,0,0,0,0,0,22
WISCONSIN,Marathon City School District,Marathon High,Yes,total,241,2,4,0,4,0,2,229
WISCONSIN,Marion School District,Marion High,Yes,ap,21,0,0,0,2,0,0,19
WISCONSIN,Marion School District,Marion High,Yes,total,243,34,4,2,4,0,0,199
WISCONSIN,Markesan District Schools,Markesan High,Yes,ap,24,0,0,0,2,0,0,22
WISCONSIN,Markesan District Schools,Markesan High,Yes,total,261,0,0,4,25,0,0,232
WISCONSIN,Marshall School District,Marshall Charter,No,total,12,0,0,4,4,0,0,4
WISCONSIN,Marshall School District,Marshall High,Yes,ap,69,0,2,0,10,0,2,55
WISCONSIN,Marshall School District,Marshall High,Yes,total,322,0,10,7,46,2,10,247
WISCONSIN,Marshfield Unified School District,Marshfield High,Yes,ap,503,0,16,4,10,0,16,457
WISCONSIN,Marshfield Unified School District,Marshfield High,Yes,total,1212,4,25,7,43,0,31,1102
WISCONSIN,Mauston School District,iLEAD Charter School,No,total,43,4,0,0,2,0,0,37
WISCONSIN,Mauston School District,Mauston High,No,total,457,10,5,7,16,0,16,403
WISCONSIN,Mayville School District,Mayville High,Yes,ap,42,0,0,0,2,0,0,40
WISCONSIN,Mayville School District,Mayville High,Yes,total,399,2,2,2,19,0,4,370
WISCONSIN,McFarland School District,McFarland High,Yes,ap,163,0,10,0,7,0,4,142
WISCONSIN,McFarland School District,McFarland High,Yes,total,698,4,22,22,31,2,28,589
WISCONSIN,Medford Area Public School District,Medford Area Senior High,Yes,ap,119,0,0,4,2,0,4,109
WISCONSIN,Medford Area Public School District,Medford Area Senior High,Yes,total,668,0,2,7,25,2,10,622
WISCONSIN,Mellen School District,Mellen Public School,No,total,278,10,7,13,4,0,0,244
WISCONSIN,Melrose-Mindoro School District,Melrose-Mindoro High,Yes,ap,7,0,0,0,2,0,0,5
WISCONSIN,Melrose-Mindoro School District,Melrose-Mindoro High,Yes,total,223,0,10,2,2,2,8,199
WISCONSIN,Menasha Joint School District,Menasha High,Yes,ap,131,0,7,2,7,2,4,109
WISCONSIN,Menasha Joint School District,Menasha High,Yes,total,1013,2,49,34,166,4,64,694
WISCONSIN,Menominee Indian School District,Menominee Indian High,No,total,266,238,0,0,16,0,10,2
WISCONSIN,Menomonee Falls School District,Menomonee Falls High,Yes,ap,521,0,43,22,13,0,10,433
WISCONSIN,Menomonee Falls School District,Menomonee Falls High,Yes,total,1339,2,82,97,55,0,49,1054
WISCONSIN,Menomonie Area School District,Menomonie High,Yes,ap,169,0,10,0,4,0,4,151
WISCONSIN,Menomonie Area School District,Menomonie High,Yes,total,963,2,58,7,28,2,31,835
WISCONSIN,Mequon-Thiensville School District,Homestead High,Yes,ap,248,0,22,7,10,0,4,205
WISCONSIN,Mequon-Thiensville School District,Homestead High,Yes,total,1317,2,91,91,58,2,34,1039
WISCONSIN,Mercer School District,Mercer School,Yes,ap,4,0,0,0,0,0,0,4
WISCONSIN,Mercer School District,Mercer School,Yes,total,148,7,2,2,4,0,0,133
WISCONSIN,Merrill Area School District,Bridges Virtual Academy,No,total,614,4,13,22,4,4,2,565
WISCONSIN,Merrill Area School District,Merrill Adult Diploma Academy,No,total,17,2,0,2,0,0,0,13
WISCONSIN,Merrill Area School District,Merrill High,Yes,ap,147,0,2,0,2,4,0,139
WISCONSIN,Merrill Area School District,Merrill High,Yes,total,854,4,2,16,10,4,4,814
WISCONSIN,Middleton-Cross Plains Area School District,21st Century eSchool,Yes,ap,2,0,0,0,0,0,0,2
WISCONSIN,Middleton-Cross Plains Area School District,21st Century eSchool,Yes,total,60,0,2,4,7,0,4,43
WISCONSIN,Middleton-Cross Plains Area School District,Clark Street Community School,No,total,96,0,4,4,5,0,7,76
WISCONSIN,Middleton-Cross Plains Area School District,Middleton High,Yes,ap,790,2,67,16,37,0,16,652
WISCONSIN,Middleton-Cross Plains Area School District,Middleton High,Yes,total,2042,7,139,103,157,2,52,1582
WISCONSIN,Milton School District,Milton High,Yes,ap,315,0,4,4,7,0,2,298
WISCONSIN,Milton School District,Milton High,Yes,total,1099,2,19,13,43,0,16,1006
WISCONSIN,Milwaukee Academy of Science Agency,Milwaukee Academy of Science,Yes,ap,16,0,0,16,0,0,0,0
WISCONSIN,Milwaukee Academy of Science Agency,Milwaukee Academy of Science,Yes,total,1044,0,0,1024,13,0,2,5
WISCONSIN,Milwaukee Collegiate Academy,Milwaukee Collegiate Academy,Yes,ap,7,0,0,7,0,0,0,0
WISCONSIN,Milwaukee Collegiate Academy,Milwaukee Collegiate Academy,Yes,total,301,0,0,295,0,2,0,4
WISCONSIN,Milwaukee School District,Alliance School of Milwaukee,Yes,ap,70,4,7,25,16,2,0,16
WISCONSIN,Milwaukee School District,Alliance School of Milwaukee,Yes,total,210,4,13,103,37,2,2,49
WISCONSIN,Milwaukee School District,ASSATA,No,total,122,0,0,109,4,0,7,2
WISCONSIN,Milwaukee School District,Audubon Technology and Communication High School,Yes,ap,39,2,2,4,19,0,2,10
WISCONSIN,Milwaukee School District,Audubon Technology and Communication High School,Yes,total,367,10,13,49,211,0,2,82
WISCONSIN,Milwaukee School District,Banner Preparatory School of Milwaukee,No,total,70,0,2,55,4,0,2,7
WISCONSIN,Milwaukee School District,Bay View High,Yes,ap,93,4,7,37,28,0,4,13
WISCONSIN,Milwaukee School District,Bay View High,Yes,total,886,13,22,478,253,4,10,106
WISCONSIN,Milwaukee School District,Bradley Technology High,Yes,ap,90,2,2,64,13,0,2,7
WISCONSIN,Milwaukee School District,Bradley Technology High,Yes,total,858,4,7,661,133,0,7,46
WISCONSIN,Milwaukee School District,Carmen High School of Science and Technology South Campus,Yes,ap,123,0,2,2,115,0,0,4
WISCONSIN,Milwaukee School District,Carmen High School of Science and Technology South Campus,Yes,total,366,0,2,2,355,0,0,7
WISCONSIN,Milwaukee School District,Carmen Mid/Hi Northwest Campus,Yes,ap,53,0,2,34,13,0,0,4
WISCONSIN,Milwaukee School District,Carmen Mid/Hi Northwest Campus,Yes,total,507,4,10,397,67,2,2,25
WISCONSIN,Milwaukee School District,Community High School,Yes,ap,2,0,0,2,0,0,0,0
WISCONSIN,Milwaukee School District,Community High School,Yes,total,248,4,4,226,4,0,0,10
WISCONSIN,Milwaukee School District,Grandview High,No,total,236,4,2,37,169,0,2,22
WISCONSIN,Milwaukee School District,Groppi High,No,total,233,4,2,214,4,0,2,7
WISCONSIN,Milwaukee School District,Hamilton High,Yes,ap,501,10,34,121,250,0,4,82
WISCONSIN,Milwaukee School District,Hamilton High,Yes,total,1737,28,76,601,754,0,10,268
WISCONSIN,Milwaukee School District,HAPA-Hmong Amer Peace Academy K3-12,No,total,1323,2,1288,10,7,4,7,5
WISCONSIN,Milwaukee School District,James Madison Academic Campus,Yes,ap,113,4,13,82,4,2,4,4
WISCONSIN,Milwaukee School District,James Madison Academic Campus,Yes,total,737,4,31,652,16,2,7,25
WISCONSIN,Milwaukee School District,King International,No,total,1464,7,148,856,139,0,16,298
WISCONSIN,Milwaukee School District,Lad Lake Synergy School,No,total,39,0,0,31,4,0,0,4
WISCONSIN,Milwaukee School District,MacDowell Montessori School K3-12,No,total,690,10,13,436,52,0,13,166
WISCONSIN,Milwaukee School District,Milwaukee Community Cyber High,No,total,169,2,0,94,49,0,2,22
WISCONSIN,Milwaukee School District,Milwaukee High School of the Arts,Yes,ap,260,2,7,136,37,0,5,73
WISCONSIN,Milwaukee School District,Milwaukee High School of the Arts,Yes,total,917,4,67,580,121,2,7,136
WISCONSIN,Milwaukee School District,Milwaukee School of Languages,Yes,ap,221,2,13,97,34,0,5,70
WISCONSIN,Milwaukee School District,Milwaukee School of Languages,Yes,total,1203,10,82,637,142,0,16,316
WISCONSIN,Milwaukee School District,Morse Marshall,Yes,ap,185,0,22,136,7,0,4,16
WISCONSIN,Milwaukee School District,Morse Marshall,Yes,total,1140,4,118,892,31,0,4,91
WISCONSIN,Milwaukee School District,New School for Community Service,No,total,173,2,4,151,4,0,2,10
WISCONSIN,Milwaukee School District,North Division High 0419,Yes,ap,33,0,0,31,0,0,0,2
WISCONSIN,Milwaukee School District,North Division High 0419,Yes,total,497,2,0,472,10,2,4,7
WISCONSIN,Milwaukee School District,NOVA,No,total,113,2,2,103,4,0,0,2
WISCONSIN,Milwaukee School District,NOVA Tech,No,total,99,0,0,88,4,0,0,7
WISCONSIN,Milwaukee School District,Obama School of Career and Technical Education,Yes,ap,34,0,2,28,0,0,2,2
WISCONSIN,Milwaukee School District,Obama School of Career and Technical Education,Yes,total,697,2,4,661,10,0,4,16
WISCONSIN,Milwaukee School District,Project STAY,No,total,206,4,2,163,28,0,2,7
WISCONSIN,Milwaukee School District,Pulaski High,Yes,ap,133,4,16,40,58,0,2,13
WISCONSIN,Milwaukee School District,Pulaski High,Yes,total,948,7,85,499,292,0,4,61
WISCONSIN,Milwaukee School District,Reagan College Preparatory High,No,total,1310,16,76,142,661,2,4,409
WISCONSIN,Milwaukee School District,Riverside High,Yes,ap,548,2,91,328,91,0,2,34
WISCONSIN,Milwaukee School District,Riverside High,Yes,total,1523,7,139,1033,250,2,4,88
WISCONSIN,Milwaukee School District,Shalom High,No,total,121,0,0,115,4,0,0,2
WISCONSIN,Milwaukee School District,South Division High,Yes,ap,105,0,10,25,64,0,2,4
WISCONSIN,Milwaukee School District,South Division High,Yes,total,1359,7,154,391,718,0,13,76
WISCONSIN,Milwaukee School District,St Charles Behav Reassign Success Acad,No,total,9,0,0,7,2,0,0,0
WISCONSIN,Milwaukee School District,Transition High,No,total,160,0,0,154,2,0,0,4
WISCONSIN,Milwaukee School District,Vincent High,Yes,ap,123,0,7,106,4,0,2,4
WISCONSIN,Milwaukee School District,Vincent High,Yes,total,1190,0,19,1111,28,0,4,28
WISCONSIN,Milwaukee School District,WHS Information Technology,Yes,ap,50,0,4,37,5,0,2,2
WISCONSIN,Milwaukee School District,WHS Information Technology,Yes,total,690,4,28,628,7,0,4,19
WISCONSIN,Milwaukee School District,WI Conservatory of Lifelong Learning,Yes,ap,25,0,4,10,2,0,2,7
WISCONSIN,Milwaukee School District,WI Conservatory of Lifelong Learning,Yes,total,634,7,34,544,25,0,2,22
WISCONSIN,Mineral Point Unified School District,Mineral Point High,Yes,ap,28,0,0,0,0,0,0,28
WISCONSIN,Mineral Point Unified School District,Mineral Point High,Yes,total,217,2,2,4,4,4,2,199
WISCONSIN,Mishicot School District,Mishicot High,Yes,ap,76,2,2,0,2,0,0,70
WISCONSIN,Mishicot School District,Mishicot High,Yes,total,256,2,4,2,4,0,0,244
WISCONSIN,Mondovi School District,Mondovi High,Yes,ap,24,0,0,0,0,0,2,22
WISCONSIN,Mondovi School District,Mondovi High,Yes,total,266,2,2,4,4,0,4,250
WISCONSIN,Monona Grove School District,Monona Grove High,Yes,ap,268,2,4,7,13,0,7,235
WISCONSIN,Monona Grove School District,Monona Grove High,Yes,total,973,2,28,34,52,0,28,829
WISCONSIN,Monona Grove School District,Monona Grove Liberal Arts,No,total,34,0,2,4,2,2,2,22
WISCONSIN,Monroe School District,Monroe High,Yes,ap,112,0,2,2,4,0,4,100
WISCONSIN,Monroe School District,Monroe High,Yes,total,683,0,4,7,40,0,16,616
WISCONSIN,Montello School District,High Marq Environmental Charter School,No,total,32,2,0,0,2,0,0,28
WISCONSIN,Montello School District,Montello Junior/Senior High,Yes,ap,15,0,2,0,0,0,0,13
WISCONSIN,Montello School District,Montello Junior/Senior High,Yes,total,288,4,4,5,16,0,0,259
WISCONSIN,Montello School District,Montello Virtual Charter School,No,total,12,0,0,0,2,0,0,10
WISCONSIN,Monticello School District,Monticello High,Yes,ap,7,0,0,0,0,0,0,7
WISCONSIN,Monticello School District,Monticello High,Yes,total,94,0,0,0,2,0,4,88
WISCONSIN,Mosinee School District,Mosinee High,Yes,ap,114,0,0,0,0,0,2,112
WISCONSIN,Mosinee School District,Mosinee High,Yes,total,676,7,2,7,13,0,13,634
WISCONSIN,Mount Horeb Area School District,Mount Horeb High,Yes,ap,216,0,4,2,7,0,4,199
WISCONSIN,Mount Horeb Area School District,Mount Horeb High,Yes,total,731,4,10,7,22,2,16,670
WISCONSIN,Mukwonago School District,Mukwonago High,Yes,ap,420,0,4,0,13,2,7,394
WISCONSIN,Mukwonago School District,Mukwonago High,Yes,total,1616,7,13,7,73,2,31,1483
WISCONSIN,Muskego-Norway School District,Muskego High,Yes,ap,573,4,13,4,10,2,2,538
WISCONSIN,Muskego-Norway School District,Muskego High,Yes,total,1630,7,31,16,64,4,10,1498
WISCONSIN,Necedah Area School District,Necedah Middle/High,Yes,ap,43,0,0,0,2,0,4,37
WISCONSIN,Necedah Area School District,Necedah Middle/High,Yes,total,388,0,0,7,19,0,10,352
WISCONSIN,Neenah Joint School District,Neenah High,Yes,ap,483,2,22,4,16,2,7,430
WISCONSIN,Neenah Joint School District,Neenah High,Yes,total,1960,10,55,43,115,4,28,1705
WISCONSIN,Neillsville School District,Neillsville Middle/High,Yes,ap,10,0,0,0,0,0,0,10
WISCONSIN,Neillsville School District,Neillsville Middle/High,Yes,total,428,4,4,10,13,0,0,397
WISCONSIN,Nekoosa School District,Nekoosa High,Yes,ap,21,0,2,0,0,0,0,19
WISCONSIN,Nekoosa School District,Nekoosa High,Yes,total,414,10,7,10,31,0,4,352
WISCONSIN,New Auburn School District,New Auburn Jr-Sr High,No,total,129,0,2,0,4,0,2,121
WISCONSIN,New Berlin School District,Eisenhower Middle/High,Yes,ap,424,2,52,4,16,0,7,343
WISCONSIN,New Berlin School District,Eisenhower Middle/High,Yes,total,1218,7,109,22,46,0,16,1018
WISCONSIN,New Berlin School District,New Berlin Middle/High,Yes,ap,362,2,28,4,16,0,5,307
WISCONSIN,New Berlin School District,New Berlin Middle/High,Yes,total,1147,7,67,19,67,7,13,967
WISCONSIN,New Glarus School District,New Glarus High,Yes,ap,76,0,0,0,4,0,2,70
WISCONSIN,New Glarus School District,New Glarus High,Yes,total,240,0,2,7,7,0,7,217
WISCONSIN,New Holstein School District,New Holstein High,Yes,ap,70,0,2,0,4,0,0,64
WISCONSIN,New Holstein School District,New Holstein High,Yes,total,367,0,4,0,13,0,10,340
WISCONSIN,New Lisbon School District,Juneau County Charter School,No,total,7,0,0,0,0,0,0,7
WISCONSIN,New Lisbon School District,New Lisbon Junior High/High School,Yes,ap,10,0,0,0,0,0,0,10
WISCONSIN,New Lisbon School District,New Lisbon Junior High/High School,Yes,total,272,4,2,4,7,0,2,253
WISCONSIN,New London School District,Catalyst Academy,No,total,41,0,0,0,7,0,0,34
WISCONSIN,New London School District,New London High,Yes,ap,391,2,4,4,25,0,4,352
WISCONSIN,New London School District,New London High,Yes,total,637,2,4,7,46,0,4,574
WISCONSIN,New London School District,Next Generation Academy,No,total,57,0,0,0,2,0,0,55
WISCONSIN,New Richmond School District,New Richmond High,Yes,ap,189,0,2,0,4,0,2,181
WISCONSIN,New Richmond School District,New Richmond High,Yes,total,933,2,16,16,28,2,10,859
WISCONSIN,Niagara School District,Niagara High,Yes,ap,4,0,0,0,0,0,0,4
WISCONSIN,Niagara School District,Niagara High,Yes,total,198,0,0,2,0,0,0,196
WISCONSIN,Nicolet UHS School District,Nicolet High,Yes,ap,318,2,22,25,16,2,13,238
WISCONSIN,Nicolet UHS School District,Nicolet High,Yes,total,1120,4,52,235,70,4,58,697
WISCONSIN,Norris Academy,Norris High,No,total,32,0,2,20,2,0,0,8
WISCONSIN,North Fond du Lac School District,Horace Mann High,No,total,421,4,4,10,37,0,2,364
WISCONSIN,Northern Ozaukee School District,Ozaukee High,Yes,ap,45,0,0,0,2,0,0,43
WISCONSIN,Northern Ozaukee School District,Ozaukee High,Yes,total,231,4,4,2,4,2,4,211
WISCONSIN,Northern Ozaukee School District,Wisconsin Virtual Learning,Yes,ap,12,0,2,0,0,0,0,10
WISCONSIN,Northern Ozaukee School District,Wisconsin Virtual Learning,Yes,total,425,4,7,19,37,2,25,331
WISCONSIN,Northland Pines School District,Northland Pines High,Yes,ap,68,0,0,0,2,0,2,64
WISCONSIN,Northland Pines School District,Northland Pines High,Yes,total,408,4,0,2,16,0,10,376
WISCONSIN,Northwood School District,Northwood High/Middle,No,total,173,4,2,2,4,0,4,157
WISCONSIN,Norwalk-Ontario-Wilton School District,Brookwood High,No,total,322,0,4,0,58,0,10,250
WISCONSIN,Oak Creek-Franklin Joint School District,Oak Creek High,Yes,ap,439,5,28,19,49,0,10,328
WISCONSIN,Oak Creek-Franklin Joint School District,Oak Creek High,Yes,total,2086,13,130,109,295,4,37,1498
WISCONSIN,Oconomowoc Area School District,Oconomowoc High,Yes,ap,574,2,10,2,28,2,16,514
WISCONSIN,Oconomowoc Area School District,Oconomowoc High,Yes,total,1582,4,19,13,88,4,43,1411
WISCONSIN,Oconto Falls Public School District,Falls Alternative Learning Site (FALS),No,total,15,0,0,0,0,0,2,13
WISCONSIN,Oconto Falls Public School District,New Path,No,total,15,0,0,0,0,0,2,13
WISCONSIN,Oconto Falls Public School District,Oconto Falls High,Yes,ap,70,0,0,2,2,0,2,64
WISCONSIN,Oconto Falls Public School District,Oconto Falls High,Yes,total,511,4,2,4,13,0,10,478
WISCONSIN,Oconto Unified School District,Oconto High,Yes,ap,79,0,0,2,4,0,0,73
WISCONSIN,Oconto Unified School District,Oconto High,Yes,total,333,10,0,7,16,0,2,298
WISCONSIN,Omro School District,Omro High,Yes,ap,41,2,2,0,4,0,2,31
WISCONSIN,Omro School District,Omro High,Yes,total,400,2,4,2,37,2,4,349
WISCONSIN,Onalaska School District,Onalaska High,Yes,ap,263,0,19,2,0,0,16,226
WISCONSIN,Onalaska School District,Onalaska High,Yes,total,894,4,70,19,7,0,43,751
WISCONSIN,Oostburg School District,Oostburg High,Yes,ap,67,0,2,0,4,0,0,61
WISCONSIN,Oostburg School District,Oostburg High,Yes,total,330,2,4,2,16,0,2,304
WISCONSIN,Oregon School District,Oregon High,Yes,ap,272,0,10,4,7,0,7,244
WISCONSIN,Oregon School District,Oregon High,Yes,total,1164,0,22,25,58,4,22,1033
WISCONSIN,Osceola School District,Osceola High,Yes,ap,107,2,0,0,4,0,4,97
